Person Name mentioned in the news,Organization Name mentioned in the news,City/ State mentioned under the news,Created_date_time,Key word Used for identify the article,HDFC Bank Name under News / Article,Web link of news
"TOI Daily, Notification Center, Brandwire News, Mediawire News, Unesco, Bajaj Auto, IndiGo, NRI News, White House, IIM Ahmedabad, TV News, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Samsung, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","India, Santiniketan, Pakistan, Vardhan, Bangladesh, Myanmar, Yangon, Haiti, China, Mum, Bihar, Bollywood, Hindi, Vijaya Karnataka, Gujarat, Bangalore, Tamil Nadu, West Bengal, Kerala, Delhi, Colombia,",nan,2021-02-28 02:43:41.861746,"terror, ",No,https://timesofindia.indiatimes.com/brandwire/Aviation/articlelist/55699776.cms
"TOI Daily, Notification Center, Brandwire News, Mediawire News, ACMA, India Inc, TimesJobs RecruiteX, GSBS, Triumph Motorcycles, The Economic Times GBS, Unesco, Bajaj Auto, IndiGo, NRI News, White House, IIM Ahmedabad, TV News, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Samsung, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","India, Santiniketan, Pakistan, Vardhan, Bangladesh, Myanmar, Yangon, Haiti, China, Mum, Bihar, Bollywood, Hindi, Vijaya Karnataka, Gujarat, Bangalore, Tamil Nadu, West Bengal, Kerala, Delhi, Colombia,",nan,2021-02-28 02:43:55.712375,"terror, ",No,https://timesofindia.indiatimes.com/brandwire/Misc/articlelist/55700329.cms
"TOI Daily, Notification Center, Snaresbrook Crown Court, National Crime Agency, NCA, Scotland Yard's, Organised Crime Partnerships, OCP, World Economic Forum, WEF, the Indian Embassy, NRI, EC, Air India, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Samsung, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","US, Canada, UK, London, Blackburn, Lancashire, England, Davos, Switzerland, Kuwait, Britain, India, Gujarat, Delhi, Egypt, Hindi, Vijaya Karnataka, Bangalore, Tamil Nadu, West Bengal, Kerala, Colombia,",nan,2021-02-28 02:44:41.163976,"terror, ",No,https://timesofindia.indiatimes.com/nri/other-news/nriarticlelist/7897792.cms
"TOI Daily, Notification Center, PSU, MSME, Urja Global, PPP, AAI, Softbank, Foxconn, SECR, Unesco, Bajaj Auto, IndiGo, NRI News, White House, IIM Ahmedabad, TV News, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Samsung, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","Uttar Pradesh, Delhi, Madhya Pradesh, Maharashtra, West Bengal, Tamil Nadu, Karnataka, Punjab, Manipur, Kerala, Jammu kashmir, Himachal Pradesh, Goa, Bihar, Arunachal Pradesh, Andhra Pradesh, Chattisgarh News, Chhattisgarh, Naya Raipur, C'garh, Raj, China, Dantewada, Bilaspur, Panchkula, Haryana, Sukma, Bhilai, Brijmohan, Antagarh, India, Santiniketan, Pakistan, Vardhan, Bangladesh, Myanmar, Yangon, Haiti, Mum, Bollywood, Hindi, Vijaya Karnataka, Gujarat, Bangalore, Colombia,",nan,2021-02-28 02:46:07.896958,"terror, ",No,https://timesofindia.indiatimes.com/good-governance/chattisgarh/articlelist/47093283.cms
"TOI Daily, Notification Center, PSU, NGO News, Dargah, Believers Church, Schwab Foundation, Infosys Foundation, Asia Heart, Aide-et-Action, Unesco, Bajaj Auto, IndiGo, NRI News, White House, IIM Ahmedabad, TV News, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Samsung, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","Uttar Pradesh, Delhi, Madhya Pradesh, Maharashtra, West Bengal, Tamil Nadu, Karnataka, Punjab, Manipur, Kerala, Jammu kashmir, Himachal Pradesh, Goa, Bihar, Arunachal Pradesh, Andhra Pradesh, Bhilwara, US, UP, Telangana, Hyderabad, Rajasthan, Chennai, Gujarat, Kolkata, Noida, Ahmedabad, Gurgaon, Odisha, Nepal, India, Santiniketan, Pakistan, Vardhan, Bangladesh, Myanmar, Yangon, Haiti, China, Mum, Bollywood, Hindi, Vijaya Karnataka, Bangalore, Colombia,",nan,2021-02-28 02:46:23.413203,"terror, ",No,https://timesofindia.indiatimes.com/good-governance/ngo/articlelist/47082189.cms
"TOI Daily, Notification Center, PSU, Centre News, Atmanirbhar Bharat Rozgar Yojana, Jal Jeevan Mission, Govt, Agri-Infra Fund, PMGKAY, MyGov, AIIMS, Cabinet, MSME, MGNREGA, PMJDY, UIDAI, Unesco, Bajaj Auto, IndiGo, NRI News, White House, IIM Ahmedabad, TV News, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Samsung, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","Uttar Pradesh, Delhi, Madhya Pradesh, Maharashtra, West Bengal, Tamil Nadu, Karnataka, Punjab, Manipur, Kerala, Jammu kashmir, Himachal Pradesh, Goa, Bihar, Arunachal Pradesh, Andhra Pradesh, Assam, India, Rajasthan, Santiniketan, Pakistan, Vardhan, Bangladesh, Myanmar, Yangon, Haiti, China, Mum, Bollywood, Hindi, Vijaya Karnataka, Gujarat, Bangalore, Colombia,",nan,2021-02-28 02:46:52.623965,"terror, ",No,https://timesofindia.indiatimes.com/good-governance/centre/articlelist/47092522.cms
"TOI Daily, Notification Center, PSU, Jammu & Kashmir News, J&K LG, J-K, HP, JK, NDMA, Industrial Policy-2016, DGP, Unesco, Bajaj Auto, IndiGo, NRI News, White House, IIM Ahmedabad, TV News, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Samsung, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","Jammu, Jammu kashmir, Uttar Pradesh, Delhi, Madhya Pradesh, Maharashtra, West Bengal, Tamil Nadu, Karnataka, Punjab, Manipur, Kerala, Himachal Pradesh, Goa, Bihar, Arunachal Pradesh, Andhra Pradesh, J&K, Poonch, Udhampur, Mehbooba, Reasi, JK, Leh, Khardungla, Dogra, Jammu & Kashmir, J-, Jammu and Kashmir, Amarnath, India, Santiniketan, Pakistan, Vardhan, Bangladesh, Myanmar, Yangon, Haiti, China, Mum, Bollywood, Hindi, Vijaya Karnataka, Gujarat, Bangalore, Colombia,",nan,2021-02-28 02:47:08.566676,"terror, ",No,https://timesofindia.indiatimes.com/good-governance/jammu-kashmir/articlelist/47093307.cms
"Times of India, TIMES NEWS - RADIO, Amazon, Litfest, the Times Of India, Harvard University, State, the Times of India, Gita Press and the Making of Hindu India, HarperCollins, Radio Mirchi, Times Now, Headlines Today, La Martiniere College, St. Stephen's College, the Indian National Congress, Mickey Mehta Wellness Temples, UNFPA, Kali for Women, Zubaan, PEN/Open Book, the New York Times, Hindustan Times, Granta, n+1, the Financial Times, Caravan, The Wire, the Murty Classical Library of India, MCLI, the Society of Fellows, Cornell, the Bhaskar Group, Mid-Day Multimedia Ltd., Delhi University, the Indian Foreign Service, Foreign Office, Penguin India,2008, the Editorial Advisory Board, The WorldPost/Huffington Post, the Symbiosis International University, Mazumdar Shaw Cancer Centre, Narayana Health, Counselage, the Judah Hyam Synagogue, the National Human Rights Commission, Aashlok Hospital, BBC, Star TV, NDTV, IBN7, Rajya Sabha, the Congress Party, Times Internet, BuzzFeed India, Rolling Stone, The New Yorker, Vogue, Airplane Poetry Movement, Campus Diaries, The Week, Wld India, the Economic Times, Mint, Wisden, the New Republic, Anand, Jabberwock, the Centre for the Study of Comparative Religions, Jamia Millia Islamia, Nehru Memorial Museum and Library, Biblio: A Review of Books, Jamia Teachers' Solidarity Association, Times LitFest, Write India, TLF, Times Group, DS, Times LitFest Delhi, Maidens Hotel, BCCL, Maharashtra Times, Bombay Times, MHA, GHMC, Times Mobile, TC Next, Bennett, Coleman & Co. Ltd., Times Syndication Service,","India, Delhi, Dastangoi, US, Lucknow, Mumbai, Manatatwam, Israel, Moscow, Warsaw, Thimphu, Geneva, Tehran, Washington DC, Pune, Bengaluru, New Delhi, New York, Chennai, Madras, Gurgaon, SC, Hindi, Vijaya Karnataka, Gujarat, Bangalore, Colombia, Punjab,",nan,2021-02-28 02:48:05.774059,"terror, ",No,https://timesofindia.indiatimes.com/litfest/litfest-delhi/litfest_delhi.cms
"Times of India, TIMES NEWS - RADIO, Times Lit Fest, the Central Board of Film Certification, UNICEF, BJP, NDA, PDP, RSS, The Guardian, Red Pepper, Sable Litmag, The Free Word Centre, Burning Eye Books, Poetry Book Society, the Federation Chambers of Commerce and Industry, Duke University, Franklin & Marshall College, Sears-Roebuck Foundation Award, Granta, n+1, the Financial Times, Caravan, The Wire, the All India Majlis-e-Ittehadul Muslimeen, the Lok Sabha, Nizam College, Lincolnâs Inn, Print, NDTV, the World Economic Forum, the Times of India, Gita Press, HarperCollins, Radio Mirchi, Times Now, Headlines Today, St. Stephen's College, SheThePeople.TV, The Health Collective, the Ministry of External Affairs, Ola Cabs, Microsoft Research, IIT Bombay, Indian Express, the Indian Express, India Today, Sunday Mail, The Indian Post, the Illustrated Weekly, Fourth Estate, the Manipal Centre for Philosophy and Humanities, India Habitat Centre, Times Litfest, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Samsung, Bennett, Coleman & Co. Ltd., Times Syndication Service,","India, Delhi, J&K., London, Bengal, Hyderabad, New Delhi, Lucknow, US, France, Pakistan, Iran, Afghanistan, Washington, Mumbai, Ludhiana, Chicago, Hindi, Vijaya Karnataka, Gujarat, Bangalore, Tamil Nadu, West Bengal, Kerala, Colombia,",nan,2021-02-28 02:48:36.419271,"terror, ",No,https://timesofindia.indiatimes.com/litfest_delhi_2016.cms
"TOI Daily, Notification Center, Capitol Hill, National Geographic, CNN, AAP, SP, BJP, Congress, Youth Congress, AIMIM, WB, IAF, RJD, LS, NEET, Unesco, Bajaj Auto, IndiGo, NRI News, White House, IIM Ahmedabad, TV News, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Samsung, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","Khyber Pakhtunkhwa, Dubai, Varanasi, Delhi, Punjab, Bangladesh, POK, Paris, Bihar, Canada, France, Mumbai, Turkey, Pakistan, Kerala, Chechnya, Malaysia, Thailand, Nepal, Chhattisgarh, Hyderabad, India, China, Syria, Tamil Nadu, Santiniketan, Vardhan, Myanmar, Yangon, Haiti, Bollywood, Hindi, Vijaya Karnataka, Gujarat, Bangalore, West Bengal, Colombia,",nan,2021-02-28 02:51:24.636791,"terror, ",No,https://timesofindia.indiatimes.com/times-fact-check
"TOI Daily, Notification Center, FATF, UNSC, CDC, WFP, House, Europe NEWS, AstraZeneca, White House, Congressional Progressive Caucus, US News, Pakistan News, China News, UNESCO, Unesco, Bajaj Auto, IndiGo, NRI News, IIM Ahmedabad, TV News, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Samsung, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","US, Pakistan, UK, China, Syria, Japan, Bangladesh, Myanmar, Yangon, Haiti, Covid, Iran, Nigeria, Texas, New York, New York City, Delaware, India, Sri Lanka, Britain, Germany, Bulgaria, EU, Hong Kong, South Korea, New Zealand's, Auckland, San Francisco, ABU DHABI, America, North Korea, Bollywood, Delhi, West Bengal, Maharashtra, Santiniketan, Vardhan, Mum, Bihar, Hindi, Vijaya Karnataka, Gujarat, Bangalore, Tamil Nadu, Kerala, Colombia,",nan,2021-02-28 03:22:20.424652,"terror, ",No,https://timesofindia.indiatimes.com/world
"TOI Daily, Notification Center, RailTel, Bajaj Auto, IndiGo, Maruti, National stock exchange, RBI, Facebook, NHAI, Indian Oil, NSE, Maruti Suzuki, Zomato, IOC, International Business NEWS, House, Senate, Twitter, Boeing, GameStop, Huawei, Google, Biden, Suzuki Motor, FAA, United, TaxiForSure, PharmEasy, Govt, Paytm, PolicyBazaar, WhatsApp, Salesforce, Personio, PM, NPCI, NUE, Centre, DoT, Bajaj Allianz Life, SBI, EPFO, Bank of Maharashtra, Indian Bank, Union Bank, Punjab National Bank, Kotak Mahindra Bank, CITI Bank, Axis Bank, Canara Bank, HDFC Bank, ICICI Bank, Atal Pension Yojana, UNESCO, Unesco, NRI News, White House, IIM Ahmedabad, TV News, ELSS, Reliance Communications, Vijay Bank, Bank of baroda ifsc, Bank of America, Andhra Bank, Sensex Today, International Business News, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Samsung, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","India, China, Mum, US, Australia, Mumbai, Haldia, United Republic of Tanzania, Chennai, California, Hyderabad, Bengaluru, Delhi Yamuna, Bareilly, Bollywood, Santiniketan, Pakistan, Vardhan, Bangladesh, Myanmar, Yangon, Haiti, Bihar, Hindi, Vijaya Karnataka, Gujarat, Bangalore, Tamil Nadu, West Bengal, Kerala, Colombia,",nan,2021-02-28 03:23:08.008551,"terror, ",YES,https://timesofindia.indiatimes.com/business
"TOI Daily, Notification Center, TV News, Samsung, NASA, Recycle My Battery, BAGC, Ballsbridge University, House, the US, House of Representatives, UN-Women's, MetLife, NRI, EC, Air India, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","India, Mumbai, Delhi, Bengaluru, Hyderabad, Aurangabad, Bhopal, Bhubaneswar, Ghaziabad, Goa, Gurgaon, Guwahati, Jammu, Jamshedpur, Jodhpur, Kanpur, Madurai, Mangalore, Nagpur, Navi Mumbai, Raipur, Ranchi, Srinagar, Shillong, Udaipur, Varanasi, Maharashtra, Karnataka, Tamil Nadu, Uttar Pradesh, West Bengal, Madhya Pradesh, Bihar, Arunachal Pradesh, Andhra Pradesh, Chhattisgarh, Himachal Pradesh, Kerala, Manipur, Punjab, US, Pakistan, UK, China, Hindi, Bengali, Punjabi, Covid, Singapore, Chhondeshi, Washington DC, Gujarat, Egypt, Vijaya Karnataka, Bangalore, Colombia,",nan,2021-02-28 03:27:11.051786,"terror, ",No,https://timesofindia.indiatimes.com/nri
"Sunday Times, ET, TV News, Bennett University, the Department of Justice, DEA, the Social Security Administration, The Department of Justice, Pathan, The Times of India, US News, Pakistan News, China News, Heritage Girlâs School, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Samsung, Bennett, Coleman & Co. Ltd., Times Syndication Service,","US, Canada, India, WASHINGTON, Ahmedabad, United States, Virginia, New Jersey, Minnesota, Texas, California, South Carolina, Illinois, Hindi, Vijaya Karnataka, Gujarat, Bangalore, Tamil Nadu, West Bengal, Kerala, Delhi, Colombia,",nan,2021-02-28 03:27:26.701318,"money mule, ",No,https://timesofindia.indiatimes.com/nri/us-canada-news/indian-national-pleads-guilty-in-robocall-scam-case-worth-8-million/articleshow/80296856.cms
"Bombay Times, Delhi Times, Aurangabad Times, Maharashtra Times, Nashik Times, Entertainment, Television, The Times of India, Mehboob, Anupamaa, Intercontinental, VLCC, Vasavi College of Engineering, YRHPK, LâOrÃ©al, Nushrratt, Tollywood News, Kollywood News, Mollywood News, Hindi TV News, Flora & Ulysses Review, Flipkart, ETimes, Bennett, Coleman & Co. Ltd.,","Mumbai, Hyderabad, Bengluru, Delhi NCR, Prayagraj, Maldives, Choti Sardarni's, Dobaaraa, Hindi, Bengali, Punjabi, Bangalore, Aurangabad, Bhopal, Bhubaneshwar, Goa, Kanpur, Nagpur, Raipur, Ranchi, Varanasi, Gurgaon, Pakistan, Bollywood, Sunny Leone, Bipasha, Roohi, Colombia, Lakshadweep, Andhra Beaches, Georgia,",nan,2021-02-28 03:32:34.763041,"drug trafficking, ",No,https://timesofindia.indiatimes.com/etimes
"Amazon Prime Video, Raj & DK, DMK, Centre, Co, the Empowered Group on Covid-19 Vaccine Administration, Oxford-AstraZeneca's, Serum Institute of India, Bharat Biotech, FATF, TOI, NRC, CAB, Lok Sabha, Congress, Indian Army, Supreme Court, Maharashtra Times, Railtel, Bombay Times, Times Mobile, TC Next, Bennett, Coleman & Co. Ltd., Times Syndication Service,","US, Maharashtra, Delhi, Karnataka, Tamil Nadu, Uttar Pradesh, West Bengal, Madhya Pradesh, Bihar, Arunachal Pradesh, Andhra Pradesh, Chhattisgarh, Goa, Himachal Pradesh, Kerala, Manipur, Punjab, Andaman Nicobar Islands, India, NEW DELHI:, Pune, Mumbai, Ahmedabad, Pakistan, UK, Bangalore, BJP, Hindi, Vijaya Karnataka, Gujarat, Colombia,",nan,2021-02-28 03:33:53.380325,"terror, ",No,https://timesofindia.indiatimes.com/india/covid-19-vaccination-registration-of-beneficiaries-on-co-win-for-2nd-phase-to-start-from-march-1/articleshow/81214048.cms
"DC, delhi News, TOI, Delhi Police, CRPF, AAP, The Delhi High Court, the Supreme Court, Congress, the Ministry of Rural Development, MoRD, Government of India, National Institute of Rural Development and Panchayati Raj, NIRDPR, Delhi Jal Board, Centre, BBMB, Bhakra Beas Mgmt Board, Lok Sabha, the Enforcement Directorate, ED, Delhi Police Special Cell, ANI, Bharat Vandana Apartments, AIIMS, Delhi Disaster Management Authority, DDMA, Directorate of Education, Maharashtra Times, Tollywood, Bombay Times, Times Mobile, TC Next, Bennett, Coleman & Co. Ltd., Times Syndication Service,","US, mumbai, bengaluru, Hyderabad, bhubaneswar, ghaziabad, jaipur, Delhi, Covid, Chirag Delhi, Noida Haat, Noida Haat Sector 33A, India, Haryana, Chandni Chowk, Delhi Zone, Karkardooma, Dwarka, Maharashtra, Kerala, Chhattisgarh, Madhya Pradesh, Punjab, Bengal, TN, Assam, Hindi, Vijaya Karnataka, Gujarat, Mumbai, Tamil Nadu, West Bengal, Colombia,",nan,2021-02-28 03:34:53.154648,"money launder, ",No,https://timesofindia.indiatimes.com/city/delhi/live-news-updates-on-delhi-metro-weather-pollution-traffic-24-february-2021/liveblog/81182470.cms
"TOI Daily, Notification Center, TV News, Samsung, Supreme Court, Samyukta Kisan Morcha, BJP, RLD, MHA, RAF, Union, BKU, Congress, Delhi HC, NHAI, SC, Unesco, Bajaj Auto, IndiGo, NRI News, White House, IIM Ahmedabad, UNESCO, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","India, Mumbai, Delhi, Bengaluru, Hyderabad, Aurangabad, Bhopal, Bhubaneswar, Ghaziabad, Goa, Gurgaon, Guwahati, Jammu, Jamshedpur, Jodhpur, Kanpur, Madurai, Mangalore, Nagpur, Navi Mumbai, Raipur, Ranchi, Srinagar, Shillong, Udaipur, Varanasi, Maharashtra, Karnataka, Tamil Nadu, Uttar Pradesh, West Bengal, Madhya Pradesh, Bihar, Arunachal Pradesh, Andhra Pradesh, Chhattisgarh, Himachal Pradesh, Kerala, Manipur, Punjab, US, Pakistan, UK, China, Hindi, Bengali, Punjabi, INDIA, Gohana, Sonipat, Moga, Muzaffarnagar, Tihar, Ambala, UP, Yavatmal, Haryana, Uttarakhand, Mathura, Bombay, Santiniketan, Vardhan, Bangladesh, Myanmar, Yangon, Haiti, Bollywood, Vijaya Karnataka, Gujarat, Bangalore, Colombia,",nan,2021-02-28 03:35:18.788049,"terror, ",No,https://timesofindia.indiatimes.com/india/farmers-protest
"TOI Daily, Notification Center, TV News, Samsung, IAF, BJP, CAG, Amphan, Centre, Congress, NU, HCBA, MPCB, CCC, BMC, the Mumbai Police, Bombay HC, DU, EDMC, Hospet, Kanva, BMTC, BBMP, CBSE, MLC, CCMB, Audi, PVNR, TRS, Madras Univ, PMK, AIADMK, EPS, OPS, Tamil Nadu Assembly, MNM party, Army, NHAI, IndiGo, House, Senate, Twitter, Boeing, Facebook, International Business NEWS, J&J, AstraZeneca, Europe NEWS, Aston Villa, Leeds United, Juventus, Indian Arrows, Indian Super League, Qatar Open, Gainbridge LPGA, Mercedes, Venturi, Formula E, Ferrari, NBA, Unesco, Bajaj Auto, NRI News, White House, IIM Ahmedabad, FIFA, MI Team, Times Group, Maharashtra Times, Bombay Times, Times Mobile, TC Next, Tollywood, Flipkart, Bennett, Coleman & Co. Ltd., Times Syndication Service, Kannada News,","India, Mumbai, Delhi, Bengaluru, Hyderabad, Aurangabad, Bhopal, Bhubaneswar, Ghaziabad, Goa, Gurgaon, Guwahati, Jammu, Jamshedpur, Jodhpur, Kanpur, Madurai, Mangalore, Nagpur, Navi Mumbai, Raipur, Ranchi, Srinagar, Shillong, Udaipur, Varanasi, Maharashtra, Karnataka, Tamil Nadu, Uttar Pradesh, West Bengal, Madhya Pradesh, Bihar, Arunachal Pradesh, Andhra Pradesh, Chhattisgarh, Himachal Pradesh, Kerala, Manipur, Punjab, US, Pakistan, UK, China, Hindi, Bengali, Punjabi, Assam, Akola, Amravati, Bhandara, Mumbra, Noida, Shakurbasti, Shahdara Jheel, Covid, NHAI, Anepalya, Telangana, Bhadradri, NâSagar, Myanmar, Chennai, TN, Panipuri, Tami Nadu, Bangladesh, Sri Lanka, Germany, Bulgaria, Hong Kong, South Korea, New Zealand's, Auckland, Yangon, Verona, Singapore, Puerto Rico, England, Ukraine, Maldives, Rajkiran, Suriya, Bineesh Bastin, Bollywood, Bipasha, Alaya, Santiniketan, Vardhan, Haiti, Afghanistan, Vijaya Karnataka, Gujarat, Bangalore, Colombia,",nan,2021-02-28 03:36:24.223017,"terror, ",No,https://timesofindia.indiatimes.com/home/headlines
